tick,type,king,knight,merc,amount,stake,p_knight,notes,trait,delta,invest,wealth_created,rv,threshold,employer,agent
1,bribe_accept,K-04,,M-32,315,,,success,,,,,29.4,,,
1,bribe_accept,K-01,,M-33,481,,,success,,,,,32.1,,,
1,bribe_accept,K-05,,M-34,457,,,success,,,,,35.6,,,
1,bribe_accept,K-06,,M-35,387,,,success,,,,,34.6,,,
1,bribe_accept,K-08,,M-36,463,,,success,,,,,30.4,,,
1,bribe_accept,K-07,,M-37,452,,,success,,,,,29.4,,,
1,bribe_accept,K-09,,M-38,461,,,success,,,,,33.3,,,
1,bribe_accept,K-00,,M-39,310,,,success,,,,,31.95,,,
1,bribe_accept,K-03,,M-40,477,,,success,,,,,32.9,,,
1,bribe_accept,K-02,,M-41,476,,,success,,,,,26.2,,,
1,bribe_accept,K-06,,M-42,387,,,success,,,,,31.45,,,
1,bribe_accept,K-01,,M-43,481,,,success,,,,,24.55,,,
1,bribe_accept,K-04,,M-44,315,,,success,,,,,25.7,,,
1,bribe_accept,K-05,,M-45,457,,,success,,,,,29.3,,,
1,bribe_accept,K-08,,M-46,463,,,success,,,,,29.1,,,
1,bribe_accept,K-07,,M-47,452,,,success,,,,,25.6,,,
1,bribe_accept,K-09,,M-48,461,,,success,,,,,31.9,,,
1,bribe_accept,K-00,,M-49,310,,,success,,,,,30.55,,,
1,bribe_accept,K-03,,M-50,477,,,success,,,,,31.75,,,
1,bribe_accept,K-02,,M-51,476,,,success,,,,,30.05,,,
1,bribe_accept,K-06,,M-52,387,,,success,,,,,27.3,,,
1,bribe_accept,K-01,,M-53,481,,,success,,,,,22.65,,,
1,bribe_accept,K-04,,M-54,315,,,success,,,,,28.05,,,
1,bribe_accept,K-05,,M-55,457,,,success,,,,,27.65,,,
1,bribe_accept,K-08,,M-56,463,,,success,,,,,27.7,,,
1,bribe_accept,K-09,,M-57,461,,,success,,,,,26.4,,,
1,bribe_accept,K-07,,M-58,452,,,success,,,,,26.7,,,
1,bribe_accept,K-00,,M-59,310,,,success,,,,,22.9,,,
1,bribe_accept,K-03,,M-60,477,,,success,,,,,23.85,,,
1,bribe_accept,K-02,,M-61,476,,,success,,,,,21.65,,,
1,bribe_accept,K-04,,M-62,315,,,success,,,,,26.3,,,
1,bribe_accept,K-05,,M-63,457,,,success,,,,,23.4,,,
1,bribe_accept,K-06,,M-64,387,,,success,,,,,26.4,,,
1,bribe_accept,K-01,,M-65,481,,,success,,,,,21.0,,,
1,bribe_accept,K-09,,M-66,461,,,success,,,,,21.4,,,
1,bribe_accept,K-08,,M-67,463,,,success,,,,,20.05,,,
1,bribe_accept,K-07,,M-68,452,,,success,,,,,23.55,,,
1,bribe_accept,K-00,,M-69,310,,,success,,,,,24.75,,,
2,trade,K-00,,,,,,,,,100,5,,,,
2,trade,K-01,,,,,,,,,100,5,,,,
2,trade,K-02,,,,,,,,,100,5,,,,
2,trade,K-03,,,,,,,,,100,5,,,,
2,trade,K-04,,,,,,,,,100,5,,,,
2,trade,K-05,,,,,,,,,100,5,,,,
2,trade,K-06,,,,,,,,,100,5,,,,
2,trade,K-07,,,,,,,,,100,5,,,,
2,trade,K-08,,,,,,,,,100,5,,,,
2,trade,K-09,,,,,,,,,100,5,,,,
2,retainer,,N-00,,22,,,,,,,,,,K-06,
2,retainer,,N-01,,25,,,,,,,,,,K-00,
2,retainer,,N-02,,21,,,,,,,,,,K-07,
2,retainer,,N-03,,21,,,,,,,,,,K-05,
2,retainer,,N-04,,29,,,,,,,,,,K-02,
2,retainer,,N-05,,21,,,,,,,,,,K-01,
2,retainer,,N-06,,23,,,,,,,,,,K-01,
2,retainer,,N-07,,25,,,,,,,,,,K-09,
2,retainer,,N-08,,22,,,,,,,,,,K-03,
2,retainer,,N-09,,23,,,,,,,,,,K-07,
2,retainer,,N-10,,25,,,,,,,,,,K-04,
2,retainer,,N-11,,29,,,,,,,,,,K-05,
2,retainer,,N-12,,29,,,,,,,,,,K-02,
2,retainer,,N-13,,24,,,,,,,,,,K-09,
2,retainer,,N-14,,29,,,,,,,,,,K-08,
2,retainer,,N-15,,28,,,,,,,,,,K-06,
2,retainer,,N-16,,28,,,,,,,,,,K-03,
2,retainer,,N-17,,29,,,,,,,,,,K-00,
2,retainer,,N-18,,24,,,,,,,,,,K-04,
2,retainer,,N-19,,28,,,,,,,,,,K-08,
2,bribe_accept,K-02,,M-00,476,,,success,,,,,22.9,,,
2,bribe_accept,K-03,,M-01,477,,,success,,,,,26.45,,,
2,bribe_accept,K-04,,M-02,315,,,success,,,,,23.8,,,
2,bribe_accept,K-05,,M-03,457,,,success,,,,,23.65,,,
2,bribe_accept,K-01,,M-04,481,,,success,,,,,24.0,,,
2,bribe_accept,K-06,,M-05,387,,,success,,,,,24.25,,,
2,bribe_accept,K-09,,M-06,461,,,success,,,,,28.15,,,
2,bribe_accept,K-08,,M-07,463,,,success,,,,,18.65,,,
2,bribe_accept,K-02,,M-08,476,,,success,,,,,23.65,,,
2,bribe_accept,K-04,,M-09,315,,,success,,,,,19.95,,,
2,bribe_accept,K-07,,M-10,452,,,success,,,,,23.65,,,
2,bribe_accept,K-00,,M-11,310,,,success,,,,,18.85,,,
2,bribe_accept,K-03,,M-12,477,,,success,,,,,21.8,,,
2,bribe_accept,K-05,,M-13,457,,,success,,,,,22.15,,,
2,bribe_accept,K-01,,M-14,481,,,success,,,,,22.0,,,
2,bribe_accept,K-09,,M-15,461,,,success,,,,,25.4,,,
2,bribe_accept,K-06,,M-16,387,,,success,,,,,22.35,,,
2,bribe_accept,K-08,,M-17,463,,,success,,,,,21.55,,,
2,bribe_accept,K-04,,M-18,315,,,success,,,,,18.35,,,
2,bribe_accept,K-02,,M-19,476,,,success,,,,,20.65,,,
2,bribe_accept,K-05,,M-20,457,,,success,,,,,22.9,,,
2,bribe_accept,K-07,,M-21,452,,,success,,,,,22.25,,,
2,bribe_accept,K-09,,M-22,461,,,success,,,,,19.05,,,
2,bribe_accept,K-00,,M-23,310,,,success,,,,,17.2,,,
2,bribe_accept,K-01,,M-24,481,,,success,,,,,20.25,,,
2,bribe_accept,K-03,,M-25,477,,,success,,,,,21.4,,,
2,bribe_accept,K-08,,M-26,463,,,success,,,,,17.95,,,
2,bribe_accept,K-04,,M-27,315,,,success,,,,,19.25,,,
2,bribe_accept,K-06,,M-28,387,,,success,,,,,21.95,,,
2,bribe_accept,K-02,,M-29,476,,,success,,,,,20.15,,,
2,bribe_accept,K-09,,M-30,461,,,success,,,,,19.7,,,
2,bribe_accept,K-00,,M-31,310,,,success,,,,,15.6,,,
2,bribe_accept,K-05,,M-32,457,,,success,,,,,17.9,,,
2,bribe_accept,K-07,,M-33,452,,,success,,,,,19.5,,,
2,bribe_accept,K-08,,M-34,463,,,success,,,,,19.1,,,
2,bribe_accept,K-01,,M-35,481,,,success,,,,,18.0,,,
2,bribe_accept,K-03,,M-36,477,,,success,,,,,19.9,,,
2,bribe_accept,K-04,,M-37,315,,,success,,,,,16.9,,,
2,bribe_accept,K-06,,M-38,387,,,success,,,,,20.7,,,
2,bribe_accept,K-09,,M-39,461,,,success,,,,,20.35,,,
2,bribe_accept,K-00,,M-40,310,,,success,,,,,18.5,,,
2,bribe_accept,K-02,,M-41,476,,,success,,,,,13.4,,,
2,bribe_accept,K-08,,M-42,463,,,success,,,,,15.75,,,
2,bribe_accept,K-01,,M-43,481,,,success,,,,,12.15,,,
2,bribe_insufficient_funds,K-03,,M-44,,,,,,,,,,477,,
2,defend_win,K-03,N-08,M-44,,63,0.938,,,,,,,,,
2,bribe_insufficient_funds,K-03,,M-45,,,,,,,,,,477,,
2,defend_win,K-03,N-08,M-45,,85,0.58,,,,,,,,,
2,bribe_insufficient_funds,K-03,,M-46,,,,,,,,,,477,,
2,defend_loss,K-03,N-08,M-46,,94,0.434,,,,,,,,,
2,bribe_accept,K-04,,M-47,315,,,success,,,,,14.3,,,
2,bribe_accept,K-05,,M-48,457,,,success,,,,,20.9,,,
2,bribe_accept,K-07,,M-49,452,,,success,,,,,18.75,,,
2,bribe_accept,K-06,,M-50,387,,,success,,,,,20.35,,,
2,bribe_insufficient_funds,K-09,,M-51,,,,,,,,,,461,,
2,defend_loss,K-09,N-07,M-51,,83,0.434,,,,,,,,,
2,bribe_accept,K-00,,M-52,310,,,success,,,,,13.9,,,
2,bribe_accept,K-02,,M-53,476,,,success,,,,,12.05,,,
2,bribe_accept,K-08,,M-54,463,,,success,,,,,15.65,,,
2,bribe_accept,K-01,,M-55,481,,,success,,,,,13.05,,,
2,bribe_accept,K-04,,M-56,315,,,success,,,,,17.7,,,
2,bribe_accept,K-05,,M-57,457,,,success,,,,,15.8,,,
2,bribe_insufficient_funds,K-07,,M-58,,,,,,,,,,452,,
2,defend_win,K-07,N-02,M-58,,63,0.849,,,,,,,,,
2,bribe_insufficient_funds,K-07,,M-59,,,,,,,,,,452,,
2,defend_win,K-07,N-02,M-59,,55,0.95,,,,,,,,,
2,bribe_insufficient_funds,K-07,,M-60,,,,,,,,,,452,,
2,defend_win,K-07,N-02,M-60,,78,0.938,,,,,,,,,
2,bribe_insufficient_funds,K-07,,M-61,,,,,,,,,,452,,
2,defend_win,K-07,N-02,M-61,,87,0.95,,,,,,,,,
2,bribe_insufficient_funds,K-07,,M-62,,,,,,,,,,452,,
2,defend_win,K-07,N-02,M-62,,77,0.898,,,,,,,,,
2,bribe_insufficient_funds,K-07,,M-63,,,,,,,,,,452,,
2,defend_win,K-07,N-02,M-63,,98,0.95,,,,,,,,,
2,bribe_insufficient_funds,K-07,,M-64,,,,,,,,,,452,,
2,defend_win,K-07,N-02,M-64,,100,0.849,,,,,,,,,
2,bribe_insufficient_funds,K-07,,M-65,,,,,,,,,,452,,
2,defend_win,K-07,N-02,M-65,,124,0.95,,,,,,,,,
2,bribe_insufficient_funds,K-07,,M-66,,,,,,,,,,452,,
2,defend_win,K-07,N-02,M-66,,131,0.95,,,,,,,,,
2,bribe_insufficient_funds,K-07,,M-67,,,,,,,,,,452,,
2,defend_win,K-07,N-02,M-67,,144,0.95,,,,,,,,,
2,bribe_insufficient_funds,K-07,,M-68,,,,,,,,,,452,,
2,defend_win,K-07,N-02,M-68,,157,0.849,,,,,,,,,
2,bribe_insufficient_funds,K-07,,M-69,,,,,,,,,,452,,
2,defend_win,K-07,N-02,M-69,,159,0.938,,,,,,,,,
3,trade,K-00,,,,,,,,,100,5,,,,
3,trade,K-01,,,,,,,,,100,5,,,,
3,trade,K-02,,,,,,,,,100,5,,,,
3,trade,K-03,,,,,,,,,100,5,,,,
3,trade,K-04,,,,,,,,,100,5,,,,
3,trade,K-05,,,,,,,,,100,5,,,,
3,trade,K-06,,,,,,,,,100,5,,,,
3,trade,K-07,,,,,,,,,100,5,,,,
3,retainer,,N-00,,22,,,,,,,,,,K-06,
3,retainer,,N-01,,25,,,,,,,,,,K-00,
3,retainer,,N-02,,21,,,,,,,,,,K-07,
3,retainer,,N-03,,21,,,,,,,,,,K-05,
3,retainer,,N-04,,29,,,,,,,,,,K-02,
3,retainer,,N-05,,21,,,,,,,,,,K-01,
3,retainer,,N-06,,23,,,,,,,,,,K-01,
3,retainer,,N-07,,25,,,,,,,,,,K-09,
3,retainer,,N-08,,22,,,,,,,,,,K-03,
3,retainer,,N-09,,23,,,,,,,,,,K-07,
3,retainer,,N-10,,25,,,,,,,,,,K-04,
3,retainer,,N-11,,29,,,,,,,,,,K-05,
3,retainer,,N-12,,29,,,,,,,,,,K-02,
3,retainer,,N-13,,24,,,,,,,,,,K-09,
3,retainer,,N-14,,29,,,,,,,,,,K-08,
3,retainer,,N-15,,28,,,,,,,,,,K-06,
3,retainer,,N-17,,29,,,,,,,,,,K-00,
3,retainer,,N-18,,24,,,,,,,,,,K-04,
3,bribe_insufficient_funds,K-07,,M-00,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-00,,241,0.95,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-01,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-01,,248,0.791,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-02,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-02,,261,0.791,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-03,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-03,,314,0.938,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-04,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-04,,346,0.938,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-05,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-05,,365,0.898,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-06,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-06,,416,0.726,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-07,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-07,,460,0.95,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-08,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-08,,503,0.898,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-09,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-09,,524,0.938,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-10,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-10,,610,0.898,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-11,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-11,,641,0.95,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-12,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-12,,737,0.938,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-13,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-13,,803,0.95,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-14,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-14,,892,0.791,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-15,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-15,,969,0.726,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-16,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-16,,1066,0.938,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-17,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-17,,1177,0.726,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-18,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-18,,1282,0.95,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-19,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-19,,1411,0.938,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-20,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-20,,1567,0.898,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-21,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-21,,1721,0.849,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-22,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-22,,1879,0.95,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-23,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-23,,2066,0.95,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-24,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-24,,2293,0.726,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-25,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-25,,2510,0.849,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-26,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-26,,2768,0.95,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-27,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-27,,3029,0.898,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-28,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-28,,3343,0.95,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-29,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-29,,3670,0.791,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-30,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-30,,4052,0.938,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-31,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-31,,4441,0.95,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-32,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-32,,4882,0.95,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-33,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-33,,5389,0.654,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-34,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-34,,5928,0.726,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-35,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-35,,6515,0.791,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-36,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-36,,7173,0.898,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-37,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-37,,7871,0.95,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-38,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-38,,8667,0.849,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-39,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-39,,9525,0.791,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-40,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-40,,10480,0.654,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-41,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-41,,11546,0.95,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-42,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-42,,12690,0.938,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-43,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-43,,13971,0.95,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-44,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-44,,15295,0.95,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-45,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-45,,16838,0.849,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-46,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-46,,18544,0.726,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-47,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-47,,20417,0.938,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-48,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-48,,22474,0.791,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-49,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-49,,24707,0.726,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-50,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-50,,27187,0.726,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-51,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-51,,29872,0.58,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-52,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-52,,32873,0.95,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-53,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-53,,36187,0.95,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-54,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-54,,39791,0.791,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-55,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-55,,43785,0.95,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-56,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-56,,48144,0.654,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-57,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-57,,52976,0.898,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-58,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-58,,58220,0.898,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-59,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-59,,64027,0.95,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-60,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-60,,70446,0.938,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-61,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-61,,77491,0.95,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-62,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-62,,85222,0.938,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-63,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-63,,93755,0.95,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-64,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-64,,103123,0.898,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-65,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-65,,113446,0.95,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-66,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-66,,124785,0.95,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-67,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-67,,137262,0.95,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-68,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-68,,150986,0.898,,,,,,,,,
3,bribe_insufficient_funds,K-07,,M-69,,,,,,,,,,452,,
3,defend_win,K-07,N-02,M-69,,166071,0.95,,,,,,,,,
4,trade,K-00,,,,,,,,,100,5,,,,
4,trade,K-01,,,,,,,,,100,5,,,,
4,trade,K-04,,,,,,,,,100,5,,,,
4,trade,K-05,,,,,,,,,100,5,,,,
4,trade,K-06,,,,,,,,,100,5,,,,
4,trade,K-07,,,,,,,,,100,5,,,,
4,retainer,,N-00,,22,,,,,,,,,,K-06,
4,retainer,,N-01,,25,,,,,,,,,,K-00,
4,retainer,,N-02,,21,,,,,,,,,,K-07,
4,retainer,,N-03,,21,,,,,,,,,,K-05,
4,retainer,,N-05,,21,,,,,,,,,,K-01,
4,retainer,,N-06,,23,,,,,,,,,,K-01,
4,retainer,,N-09,,23,,,,,,,,,,K-07,
4,retainer,,N-10,,25,,,,,,,,,,K-04,
4,retainer,,N-11,,29,,,,,,,,,,K-05,
4,retainer,,N-15,,28,,,,,,,,,,K-06,
4,retainer,,N-17,,29,,,,,,,,,,K-00,
4,retainer,,N-18,,24,,,,,,,,,,K-04,
4,bribe_insufficient_funds,K-07,,M-00,,,,,,,,,,452,,
4,defend_win,K-07,N-02,M-00,,182736,0.95,,,,,,,,,
4,bribe_insufficient_funds,K-07,,M-01,,,,,,,,,,452,,
4,defend_win,K-07,N-02,M-01,,200991,0.849,,,,,,,,,
4,bribe_insufficient_funds,K-07,,M-02,,,,,,,,,,452,,
4,defend_win,K-07,N-02,M-02,,221078,0.791,,,,,,,,,
4,bribe_insufficient_funds,K-07,,M-03,,,,,,,,,,452,,
4,defend_win,K-07,N-02,M-03,,243207,0.938,,,,,,,,,
4,bribe_insufficient_funds,K-07,,M-04,,,,,,,,,,452,,
4,defend_win,K-07,N-02,M-04,,267525,0.95,,,,,,,,,
4,bribe_insufficient_funds,K-07,,M-05,,,,,,,,,,452,,
4,defend_win,K-07,N-02,M-05,,294260,0.898,,,,,,,,,
4,bribe_insufficient_funds,K-07,,M-06,,,,,,,,,,452,,
4,defend_win,K-07,N-02,M-06,,323696,0.791,,,,,,,,,
4,bribe_insufficient_funds,K-07,,M-07,,,,,,,,,,452,,
4,defend_win,K-07,N-02,M-07,,356063,0.95,,,,,,,,,
